id,exchange,coin_name,price,time_str,time_epoch_milli,volume,volume_percentage,fee_type,coin_pair
586,Binance,BitCoin,9298.04,2019-11-02 02:24:07,1572661447891,406027631.0,0.0167,Percentage,BTC/USDT
583,Binance,BitCoin,9295.35,2019-11-02 02:23:17,1572661397955,406066223.0,0.0167,Percentage,BTC/USDT
580,Binance,BitCoin,9295.35,2019-11-02 02:23:02,1572661382131,406066223.0,0.0167,Percentage,BTC/USDT
577,Binance,BitCoin,9295.35,2019-11-02 02:22:46,1572661366258,406066223.0,0.0167,Percentage,BTC/USDT
574,Binance,BitCoin,9295.35,2019-11-02 02:22:30,1572661350380,406066223.0,0.0167,Percentage,BTC/USDT
571,Binance,BitCoin,9292.64,2019-11-02 02:22:13,1572661333474,405948114.0,0.0167,Percentage,BTC/USDT
568,Binance,BitCoin,9292.64,2019-11-02 02:21:57,1572661317594,405948114.0,0.0167,Percentage,BTC/USDT
566,Binance,BitCoin,9292.64,2019-11-02 02:21:41,1572661301765,405948114.0,0.0167,Percentage,BTC/USDT
563,Binance,BitCoin,9291.5,2019-11-02 02:21:25,1572661285899,405974916.0,0.0167,Percentage,BTC/USDT
560,Binance,BitCoin,9291.5,2019-11-02 02:21:10,1572661270014,405974916.0,0.0167,Percentage,BTC/USDT
557,Binance,BitCoin,9291.5,2019-11-02 02:20:54,1572661254108,405974916.0,0.0167,Percentage,BTC/USDT
554,Binance,BitCoin,9291.5,2019-11-02 02:20:38,1572661238151,405974916.0,0.0167,Percentage,BTC/USDT
551,Binance,BitCoin,9290.12,2019-11-02 02:20:22,1572661222185,406085653.0,0.0167,Percentage,BTC/USDT
548,Binance,BitCoin,9290.12,2019-11-02 02:20:06,1572661206318,406085653.0,0.0167,Percentage,BTC/USDT
545,Binance,BitCoin,9290.12,2019-11-02 02:19:50,1572661190421,406085653.0,0.0167,Percentage,BTC/USDT
542,Binance,BitCoin,9290.12,2019-11-02 02:19:34,1572661174614,406085653.0,0.0167,Percentage,BTC/USDT
539,Binance,BitCoin,9287.86,2019-11-02 02:19:18,1572661158705,407731717.0,0.0,Spot,BTC/USDT
536,Binance,BitCoin,9287.86,2019-11-02 02:19:02,1572661142810,407731717.0,0.0168,Percentage,BTC/USDT
533,Binance,BitCoin,9287.86,2019-11-02 02:18:46,1572661126676,407731717.0,0.0168,Percentage,BTC/USDT
530,Binance,BitCoin,9287.86,2019-11-02 02:18:30,1572661110803,407731717.0,0.0168,Percentage,BTC/USDT
527,Binance,BitCoin,9297.71,2019-11-02 02:18:14,1572661094815,407958116.0,0.0168,Percentage,BTC/USDT
524,Binance,BitCoin,9297.71,2019-11-02 02:17:58,1572661078965,407958116.0,0.0168,Percentage,BTC/USDT
521,Binance,BitCoin,9297.71,2019-11-02 02:17:43,1572661063031,407958116.0,0.0168,Percentage,BTC/USDT
518,Binance,BitCoin,9297.71,2019-11-02 02:17:27,1572661047138,407958116.0,0.0168,Percentage,BTC/USDT
515,Binance,BitCoin,9296.37,2019-11-02 02:17:11,1572661031233,408111893.0,0.0168,Percentage,BTC/USDT
512,Binance,BitCoin,9296.37,2019-11-02 02:16:55,1572661015369,408111893.0,0.0168,Percentage,BTC/USDT
509,Binance,BitCoin,9296.37,2019-11-02 02:16:39,1572660999502,408111893.0,0.0168,Percentage,BTC/USDT
506,Binance,BitCoin,9296.37,2019-11-02 02:16:23,1572660983637,408111893.0,0.0168,Percentage,BTC/USDT
503,Binance,BitCoin,9301.13,2019-11-02 02:16:07,1572660967809,408326192.0,0.0168,Percentage,BTC/USDT
500,Binance,BitCoin,9301.13,2019-11-02 02:15:51,1572660951910,408326192.0,0.0168,Percentage,BTC/USDT
497,Binance,BitCoin,9301.13,2019-11-02 02:15:36,1572660936024,408326192.0,0.0168,Percentage,BTC/USDT
494,Binance,BitCoin,9297.04,2019-11-02 02:15:20,1572660920166,408693251.0,0.0168,Percentage,BTC/USDT
491,Binance,BitCoin,9297.04,2019-11-02 02:15:04,1572660904309,408693251.0,0.0168,Percentage,BTC/USDT
488,Binance,BitCoin,9297.04,2019-11-02 02:14:48,1572660888424,408693251.0,0.0168,Spot,BTC/USDT
485,Binance,BitCoin,9297.04,2019-11-02 02:14:32,1572660872572,408693251.0,0.0168,Percentage,BTC/USDT
482,Binance,BitCoin,9297.04,2019-11-02 02:14:16,1572660856614,408693251.0,0.0168,Percentage,BTC/USDT
479,Binance,BitCoin,9292.66,2019-11-02 02:14:00,1572660840756,408628332.0,0.0168,Percentage,BTC/USDT
476,Binance,BitCoin,9292.66,2019-11-02 02:13:44,1572660824797,408628332.0,0.0168,Percentage,BTC/USDT
473,Binance,BitCoin,9292.66,2019-11-02 02:13:28,1572660808997,408628332.0,0.0168,Percentage,BTC/USDT
470,Binance,BitCoin,9292.66,2019-11-02 02:13:13,1572660793097,408628332.0,0.0168,Percentage,BTC/USDT
467,Binance,BitCoin,9301.23,2019-11-02 02:12:56,1572660776268,408735183.0,0.0168,Percentage,BTC/USDT
464,Binance,BitCoin,9301.23,2019-11-02 02:12:40,1572660760371,408735183.0,0.0168,Percentage,BTC/USDT
